frame 207
2;7;0.8962
3;9;0.8892
3;9;0.8861
3;9;0.8840
2;10;0.8559
2;10;0.8548
2;10;0.8257
2;11;0.7719
1;12;0.6517
0;12;0.3275
0;12;0.0856
0;12;0.0456
0;12;0.0015
0;12;-0.0525
0;12;-0.0579
2;11;-0.0170
2;10;-0.0458
3;9;-0.0750
3;8;-0.0774
5;7;-0.0127
5;7;-0.0101
6;7;-0.0073
6;6;-0.0273
6;6;-0.0353
7;6;-0.0468
7;6;-0.0441
7;6;-0.0436
7;6;-0.0454
6;6;-0.0384
6;6;-0.0403
6;6;-0.0370
6;6;-0.0329
6;6;-0.0322
6;6;-0.0219
6;7;-0.0206
6;7;-0.0513
6;8;-0.0402
6;8;-0.0330
6;9;-0.1022
6;10;-0.0354
6;10;-0.0239
7;10;-0.0199
7;11;-0.0341
7;11;-0.0535
7;11;-0.0647
7;11;-0.0753
7;11;-0.0715
7;11;-0.0718
7;11;-0.0694
7;11;-0.0662
7;11;-0.0607
7;11;-0.0323
6;11;-0.0198
5;10;-0.0186
5;10;-0.0479
5;10;-0.0453
4;10;-0.0269
4;9;-0.0320
3;9;-0.0698
3;9;-0.0667
2;9;-0.0909
2;9;-0.0902
2;9;-0.0673
1;9;-0.0854
1;9;-0.0915
1;9;-0.0922
1;9;-0.0804
1;9;-0.0695
1;9;-0.0481
1;9;-0.0278
2;8;-0.0392
2;7;-0.0729
3;6;-0.1026
4;5;-0.0816
5;5;-0.0099
6;4;-0.0004
6;4;-0.0138
7;3;-0.0783
7;3;-0.0580
7;3;-0.0276
7;3;-0.0285
7;3;-0.0399
7;3;-0.0498
7;3;-0.0639
7;3;-0.0651
7;3;-0.0587
6;3;-0.0337
6;3;-0.0237
5;3;-0.0576
4;3;-0.0734
4;3;-0.0982
4;3;-0.1161
4;3;-0.1070
3;3;-0.1114
3;3;-0.0988
3;3;-0.0800
3;2;-0.0726
3;2;-0.0692
4;2;-0.0807
4;2;-0.0734
4;2;-0.0488
4;1;-0.0519
4;1;-0.0624
4;1;-0.0681
3;1;-0.0645
3;1;-0.0679
3;2;-0.0850
2;2;-0.0823
2;3;-0.0668
2;3;-0.0649
2;3;-0.0420
2;4;-0.0444
2;4;-0.0490
2;5;-0.0545
2;5;-0.0569
3;5;-0.1045
3;5;-0.0817
4;5;-0.0365
5;5;-0.0040
6;4;-0.0279
7;3;-0.0541
7;3;-0.0541
7;3;-0.0240
6;2;-0.0311
6;2;-0.0374
6;2;-0.0453
6;2;-0.0289
6;2;-0.0096
5;2;-0.0420
4;2;-0.0573
4;2;-0.0873
3;2;-0.1182
3;3;-0.0780
2;3;-0.0925
2;3;-0.0729
2;4;-0.0604
2;4;-0.0374
2;5;-0.0162
1;5;-0.0098
1;5;-0.0107
1;6;-0.0107
1;6;-0.0170
1;6;0.0017
1;7;-0.0189
1;7;-0.0253
1;8;-0.0015
2;8;-0.0127
2;8;-0.0264
2;8;-0.0383
2;8;-0.0479
2;9;-0.0588
2;9;-0.0693
3;9;-0.0742
3;9;-0.0947
3;9;-0.0936
3;9;-0.0924
3;9;-0.0854
3;9;-0.0767
3;9;-0.0641
4;9;-0.0580
4;9;-0.0414
4;10;-0.0350
4;10;-0.0375
4;10;-0.0322
4;10;-0.0380
4;10;-0.0350
4;10;-0.0347
4;10;-0.0367
4;10;-0.0248
3;10;-0.0252
3;10;-0.0294
3;10;-0.0201
4;11;-0.0170
4;11;-0.0162
4;11;-0.0236
4;11;-0.0206
4;11;-0.0210
3;11;-0.0215
3;12;-0.0367
3;12;-0.0600
3;12;-0.0757
3;12;-0.0993
3;12;-0.0962
3;12;-0.0888
2;12;-0.0864
2;12;-0.0782
2;12;-0.0671
2;12;-0.0395
1;12;0.0005
1;12;0.0073
1;12;0.0292
1;12;0.0467
1;12;0.1019
1;12;0.1746
1;12;0.2969
2;12;0.4848
2;12;0.5991
2;12;0.7010
3;11;0.7617
3;11;0.7899
3;11;0.8366
3;10;0.8721
3;9;0.8799
3;9;0.8893
3;9;0.8851
2;8;0.8979
3;9;0.9058
