frame 2317
5;11;-1.0000
3;12;0.8872
4;12;0.8649
4;11;0.8460
4;11;0.8048
5;11;0.7681
5;10;0.7533
4;12;0.6947
4;12;0.6379
4;11;0.6243
4;12;0.5687
4;12;0.5881
5;8;0.5614
5;7;0.5627
5;7;0.5609
5;7;0.5479
5;7;0.5252
5;7;0.5248
5;7;0.4835
5;6;0.4442
5;6;0.4340
5;6;0.4269
6;5;0.4276
6;5;0.4103
6;5;0.4133
6;5;0.3774
6;4;0.3618
6;4;0.3353
6;4;0.2750
6;4;0.2260
6;4;0.2098
6;4;0.1702
6;4;0.1293
7;4;0.0457
7;4;-0.0322
7;4;-0.0416
7;4;-0.0427
7;4;-0.0486
7;4;-0.0408
7;4;-0.0391
7;4;-0.0391
7;4;-0.0317
7;4;-0.0327
7;4;-0.0407
7;4;-0.0446
7;4;-0.0477
7;4;-0.0474
7;4;-0.0439
3;9;-0.0642
3;9;-0.0540
3;9;-0.0659
3;9;-0.0632
3;9;-0.0607
3;9;-0.0616
3;9;-0.0607
3;9;-0.0612
3;9;-0.0720
3;9;-0.0791
3;9;-0.0716
3;9;-0.0809
3;9;-0.0781
3;9;-0.0737
3;9;-0.0791
3;9;-0.0715
3;9;-0.0710
3;9;-0.0750
3;9;-0.0763
3;9;-0.0775
3;9;-0.0848
3;9;-0.0778
3;9;-0.0696
3;9;-0.0779
3;9;-0.0680
3;9;-0.0624
3;9;-0.0719
3;9;-0.0602
3;10;-0.0616
3;9;-0.0602
3;10;-0.0509
3;10;-0.0537
3;10;-0.0469
3;10;-0.0473
3;10;-0.0500
5;7;-0.0489
5;7;-0.0468
5;7;-0.0468
5;7;-0.0483
5;7;-0.0444
5;7;-0.0449
5;7;-0.0446
5;7;-0.0400
5;6;-0.0411
5;6;0.0239
5;6;0.1259
5;6;0.2129
5;6;0.2559
5;6;0.2690
5;6;0.2553
5;6;0.2282
5;6;0.1801
5;6;0.1010
5;6;0.0085
5;6;-0.0501
5;6;-0.0577
5;6;-0.0500
5;6;-0.0560
5;6;-0.0565
5;6;-0.0195
5;6;0.0818
5;6;0.2029
5;6;0.2651
5;5;0.2708
5;6;0.2184
5;6;0.1132
5;6;-0.0328
5;6;-0.0634
5;6;-0.0560
5;6;-0.0605
5;6;-0.0584
5;6;-0.0488
5;6;-0.0493
5;6;-0.0317
5;5;0.0521
5;5;0.1502
5;5;0.2473
5;5;0.2889
3;8;0.2912
3;9;0.2343
3;9;0.0826
3;9;-0.0612
3;9;-0.0621
3;9;-0.0632
3;9;-0.0585
3;9;-0.0670
3;9;-0.0609
3;9;-0.0471
3;9;-0.0306
3;9;0.0234
3;9;0.0679
3;9;0.0928
3;10;0.0844
3;10;0.0326
2;10;-0.0372
2;10;-0.0490
2;10;-0.0487
2;10;-0.0512
2;10;-0.0515
2;10;-0.0468
2;10;-0.0491
2;10;-0.0397
2;10;-0.0260
2;10;0.0447
2;10;0.1516
3;10;0.2380
3;9;0.3016
4;7;0.2197
4;7;0.0439
4;7;-0.0791
4;7;-0.0767
4;7;-0.0839
4;7;-0.0828
4;7;-0.0798
4;7;-0.0846
4;7;-0.0768
4;7;0.0079
4;6;0.1467
4;6;0.2667
4;6;0.3475
4;6;0.4012
4;6;0.4384
3;7;0.4965
3;7;0.5378
3;7;0.5872
3;7;0.5996
3;7;0.6217
3;7;0.6361
3;7;0.6276
3;7;0.6296
3;6;0.6259
2;7;0.6151
2;7;0.6055
3;6;0.6022
2;7;0.5798
3;5;0.5681
2;5;0.5510
3;5;0.5181
2;4;0.4932
2;4;0.4559
2;3;0.4362
2;3;0.4202
2;3;0.4242
2;3;0.4429
2;3;0.4596
2;3;0.4462
2;3;0.4753
2;3;0.4945
2;3;0.4949
2;3;0.5261
2;3;0.4836
2;3;0.3777
2;3;0.2272
1;2;0.0368
1;2;-0.0249
1;2;-0.0275
1;2;-0.0270
1;2;-0.0256
1;2;-0.0276
1;2;-0.0283
1;2;-0.0271
1;2;-0.0292
1;2;-0.0278
1;2;-0.0173
1;2;0.0147
1;2;0.0876
2;3;0.1270
2;3;0.1414
2;3;0.1166
2;3;0.0425
1;2;-0.0074
1;2;-0.0084
2;3;-0.0113
2;3;-0.0136
2;3;-0.0149
2;3;-0.0200
2;3;-0.0231
2;3;-0.0273
2;3;-0.0290
2;3;-0.0236
2;4;-0.0168
2;4;-0.0167
2;4;-0.0148
2;4;-0.0124
1;4;-0.0085
2;5;-0.0129
2;5;-0.0176
2;5;-0.0217
2;5;-0.0339
2;5;-0.0389
2;5;-0.0500
2;5;-0.0635
2;5;-0.0739
2;5;-0.0828
2;5;-0.0847
2;5;-0.0812
3;5;-0.0724
3;5;-0.0905
3;5;-0.0983
3;4;-0.1049
3;4;-0.1130
3;4;-0.1090
3;4;-0.0939
4;4;-0.0888
4;4;-0.0926
4;4;-0.0860
4;3;-0.0837
4;3;-0.0794
4;3;-0.0789
4;3;-0.0655
4;3;-0.0418
5;3;-0.0490
5;3;-0.0479
5;3;-0.0453
5;3;-0.0499
5;3;-0.0433
5;4;-0.0424
5;4;-0.0415
5;4;-0.0386
5;4;-0.0416
5;4;-0.0373
5;4;-0.0369
5;4;-0.0379
5;4;-0.0350
5;4;-0.0295
5;4;-0.0245
5;5;-0.0327
5;5;-0.0412
5;5;-0.0519
5;5;-0.0506
5;6;-0.0515
5;6;-0.0520
5;6;-0.0474
5;6;-0.0501
4;6;-0.0726
4;6;-0.0920
4;6;-0.0945
4;6;-0.0853
4;6;-0.0688
3;7;-0.0769
3;7;-0.0920
3;7;-0.0977
3;7;-0.1077
3;7;-0.0999
3;7;-0.0941
3;7;-0.0994
3;7;-0.0867
3;7;-0.0866
3;7;-0.0887
3;7;-0.0781
3;7;-0.0806
3;7;-0.0831
3;7;-0.0801
3;7;-0.0828
3;7;-0.0924
3;8;-0.0955
3;8;-0.1043
3;8;-0.1158
3;8;-0.1135
3;8;-0.1006
4;8;-0.0869
4;8;-0.0983
4;8;-0.0866
4;8;-0.0575
5;7;-0.0360
5;7;-0.0478
5;7;-0.0538
5;7;-0.0561
5;7;-0.0523
5;7;-0.0495
5;7;-0.0491
5;7;-0.0473
5;7;-0.0488
5;7;-0.0471
5;7;-0.0426
5;8;-0.0414
5;8;-0.0575
5;8;-0.0630
5;8;-0.0634
5;8;-0.0627
5;8;-0.0439
5;9;-0.0516
4;9;-0.0544
4;9;-0.0712
4;9;-0.0750
4;9;-0.0671
4;9;-0.0584
4;9;-0.0327
3;10;-0.0283
3;10;-0.0413
3;10;-0.0480
3;10;-0.0477
3;10;-0.0477
3;10;-0.0470
3;10;-0.0460
3;10;-0.0425
3;10;-0.0437
3;10;-0.0417
2;10;-0.0465
2;10;-0.0484
2;10;-0.0500
2;10;-0.0554
2;10;-0.0533
2;10;-0.0569
2;10;-0.0593
2;10;-0.0571
2;10;-0.0598
2;10;-0.0620
2;10;-0.0614
2;10;-0.0592
2;10;-0.0584
2;10;-0.0524
2;10;-0.0485
2;10;-0.0460
2;10;-0.0347
2;10;-0.0278
2;11;-0.0294
2;11;-0.0339
2;11;-0.0360
2;11;-0.0350
2;11;-0.0374
2;11;-0.0374
2;11;-0.0359
2;11;-0.0392
2;11;-0.0355
2;11;-0.0372
2;11;-0.0366
2;11;-0.0350
2;11;-0.0362
2;11;-0.0375
2;11;-0.0359
2;11;-0.0373
2;11;-0.0406
2;11;-0.0405
2;11;-0.0396
2;11;-0.0434
2;11;-0.0387
2;11;-0.0403
2;11;-0.0395
2;11;-0.0372
2;11;-0.0375
2;11;-0.0389
2;11;-0.0381
2;11;-0.0370
2;11;-0.0403
2;11;-0.0364
2;11;-0.0378
2;11;-0.0367
2;11;-0.0341
2;11;-0.0338
2;11;-0.0317
2;11;-0.0303
2;11;-0.0284
2;11;-0.0287
2;11;-0.0240
2;11;-0.0183
3;11;-0.0237
3;11;-0.0300
3;11;-0.0283
3;11;-0.0237
3;11;-0.0221
3;11;-0.0143
4;11;-0.0127
4;10;-0.0151
4;11;-0.0149
4;10;-0.0170
4;10;-0.0209
4;11;-0.0186
4;11;-0.0179
4;10;-0.0187
4;11;-0.0194
4;11;-0.0193
4;10;-0.0203
4;11;-0.0188
4;11;-0.0192
4;10;-0.0201
4;10;-0.0190
4;10;-0.0204
4;10;-0.0255
4;10;-0.0258
4;10;-0.0266
4;10;-0.0337
4;10;-0.0320
4;10;-0.0289
4;10;-0.0369
4;10;-0.0333
4;10;-0.0366
4;10;-0.0396
4;10;-0.0378
4;10;-0.0425
4;10;-0.0456
4;10;-0.0439
4;10;-0.0449
4;10;-0.0477
4;10;-0.0446
4;10;-0.0436
4;10;-0.0471
4;10;-0.0430
4;10;-0.0424
4;10;-0.0465
4;10;-0.0457
4;10;-0.0458
4;10;-0.0497
4;10;-0.0485
4;10;-0.0455
4;10;-0.0491
4;10;-0.0464
4;10;-0.0428
4;10;-0.0464
4;10;-0.0436
4;10;-0.0432
4;10;-0.0457
4;10;-0.0482
4;10;-0.0439
4;10;-0.0516
4;10;-0.0509
4;10;-0.0468
4;10;-0.0510
4;10;-0.0513
4;10;-0.0486
4;10;-0.0535
4;10;-0.0549
4;10;-0.0529
4;10;-0.0532
4;10;-0.0541
4;10;-0.0494
4;9;-0.0557
4;9;-0.0541
4;9;-0.0601
4;9;-0.0635
4;9;-0.0685
4;9;-0.0678
4;9;-0.0662
4;9;-0.0717
4;9;-0.0652
5;9;-0.0759
5;9;-0.0744
5;9;-0.0767
5;9;-0.0754
5;9;-0.0762
5;9;-0.0753
5;9;-0.0699
5;9;-0.0769
5;9;-0.0703
5;9;-0.0743
5;9;-0.0754
5;9;-0.0710
5;9;-0.0736
5;9;-0.0714
5;9;-0.0741
5;9;-0.0710
5;9;-0.0764
5;9;-0.0688
5;9;-0.0692
5;9;-0.0721
5;9;-0.0636
5;9;-0.0645
5;9;-0.0594
5;9;-0.0580
5;9;-0.0511
5;9;-0.0539
5;9;-0.0493
5;10;-0.0480
5;9;-0.0471
5;10;-0.0481
5;10;-0.0507
5;10;-0.0436
5;10;-0.0485
5;10;-0.0502
5;10;-0.0436
5;10;-0.0295
6;10;-0.0237
6;10;-0.0348
6;10;-0.0181
6;10;0.0804
6;10;0.3059
5;10;0.4878
3;10;0.4834
3;10;0.4965
3;9;0.5137
3;9;0.5165
3;9;0.5176
3;8;0.5256
3;8;0.5317
3;7;0.5208
3;7;0.5154
3;7;0.5186
3;6;0.5151
3;6;0.5133
3;6;0.5118
3;6;0.4915
2;7;0.4983
2;6;0.5039
2;6;0.4980
2;6;0.5036
2;5;0.4929
2;5;0.4782
2;6;0.4733
2;5;0.4584
2;5;0.4423
2;5;0.4301
2;5;0.4164
2;5;0.3973
2;6;0.3986
2;6;0.3882
2;5;0.3554
